city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
city_102,0.804,Male,Has relevent experience,Full time course,High School,Unknown,9,Unknown,Unknown,1,16,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,5,0.0
city_26,0.698,Male,No relevent experience,Full time course,High School,Unknown,8,Unknown,Unknown,never,39,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,>4,29,0.0
city_21,0.624,Unknown,Has relevent experience,Full time course,Masters,STEM,4,50-99,NGO,2,210,0.0
city_103,0.92,Other,No relevent experience,Part time course,High School,Unknown,6,50-99,Funded Startup,1,54,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,44,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Unknown,Unknown,>4,47,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,>4,74,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,6,10/49,Pvt Ltd,1,8,1.0
city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,7,Unknown,Unknown,never,20,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,500-999,Pvt Ltd,1,162,0.0
city_36,0.893,Unknown,No relevent experience,no_enrollment,Graduate,Business Degree,2,50-99,Pvt Ltd,1,110,0.0
city_46,0.762,Other,Has relevent experience,Part time course,High School,Unknown,3,10/49,Pvt Ltd,1,262,0.0
city_138,0.836,Male,Has relevent experience,no_enrollment,Masters,STEM,14,Unknown,Unknown,1,6,0.0
city_64,0.6659999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,9,10/49,Pvt Ltd,1,19,1.0
city_64,0.6659999999999999,Other,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,23,1.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,Unknown,Unknown,1,107,1.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Unknown,>4,134,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10/49,Early Stage Startup,1,40,0.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,11,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Unknown,Unknown,3,102,0.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Unknown,never,100,0.0
city_83,0.923,Male,No relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,never,30,0.0
city_103,0.92,Unknown,No relevent experience,no_enrollment,High School,Unknown,5,Unknown,Unknown,1,20,1.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,3,4,0.0
city_16,0.91,Unknown,No relevent experience,no_enrollment,Primary School,Unknown,5,Unknown,Unknown,never,15,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,Unknown,Unknown,1,14,1.0
city_83,0.923,Male,No relevent experience,no_enrollment,Primary School,Unknown,1,Unknown,Pvt Ltd,never,103,0.0
city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,5,1000-4999,Public Sector,2,40,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,2,27,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,High School,Unknown,10,100-500,Pvt Ltd,>4,46,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,High School,Unknown,7,50-99,Pvt Ltd,>4,110,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Funded Startup,1,96,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,2,57,0.0
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,Unknown,Unknown,1,240,0.0
city_98,0.949,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Funded Startup,4,42,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Unknown,Unknown,1,16,1.0
city_12,0.64,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,never,40,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Funded Startup,2,94,0.0
city_37,0.794,Unknown,No relevent experience,no_enrollment,Graduate,STEM,9,5000-9999,Pvt Ltd,1,160,0.0
city_173,0.878,Male,No relevent experience,Part time course,Graduate,STEM,10,10/49,Early Stage Startup,1,25,0.0
city_43,0.516,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Early Stage Startup,1,11,0.0
city_173,0.878,Unknown,Has relevent experience,no_enrollment,High School,Unknown,<1,100-500,Pvt Ltd,1,29,0.0
city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Unknown,Unknown,1,23,0.0
city_142,0.727,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,2,113,0.0
city_73,0.754,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,15,Unknown,Unknown,2,56,0.0
city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Unknown,1,39,1.0
city_103,0.92,Unknown,No relevent experience,no_enrollment,Graduate,STEM,2,1000-4999,Pvt Ltd,1,20,0.0
city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10000+,Pvt Ltd,1,40,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Pvt Ltd,>4,56,0.0
city_145,0.555,Unknown,No relevent experience,Full time course,Graduate,STEM,4,Unknown,Unknown,1,106,0.0
city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,19,500-999,Pvt Ltd,2,64,0.0
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,51,0.0
city_67,0.855,Female,Has relevent experience,Full time course,Graduate,STEM,6,1000-4999,Pvt Ltd,2,41,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,20,100-500,Pvt Ltd,>4,150,0.0
city_74,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1,320,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,Unknown,Unknown,never,20,0.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,Unknown,4,1000-4999,Pvt Ltd,1,9,1.0
city_102,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Pvt Ltd,1,74,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,3,Unknown,Public Sector,1,129,1.0
city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,10,Unknown,Unknown,1,42,0.0
city_61,0.913,Unknown,No relevent experience,no_enrollment,High School,Unknown,2,100-500,Pvt Ltd,never,58,0.0
city_103,0.92,Male,No relevent experience,Full time course,High School,Unknown,3,Unknown,Unknown,1,126,1.0
city_103,0.92,Unknown,No relevent experience,no_enrollment,High School,Unknown,4,Unknown,Unknown,1,45,1.0
city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,>4,166,0.0
city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,1,110,0.0
city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,>20,Unknown,Unknown,1,37,0.0
city_102,0.804,Female,Has relevent experience,Part time course,Graduate,STEM,2,Unknown,Unknown,1,95,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,29,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,>4,31,0.0
city_116,0.743,Male,No relevent experience,Full time course,Masters,STEM,11,50-99,Pvt Ltd,>4,97,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,Primary School,Unknown,3,Unknown,Unknown,never,16,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,Unknown,4,Unknown,Unknown,never,14,0.0
city_102,0.804,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Pvt Ltd,>4,206,0.0
city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Funded Startup,1,204,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,2,116,0.0
city_102,0.804,Unknown,Has relevent experience,no_enrollment,Masters,STEM,16,100-500,Pvt Ltd,4,161,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,25,1.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,18,500-999,Pvt Ltd,>4,94,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,16,0.0
city_90,0.698,Male,Has relevent experience,Full time course,Masters,STEM,15,Unknown,Unknown,1,100,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,10000+,Pvt Ltd,never,107,0.0
city_157,0.769,Male,Has relevent experience,Part time course,Masters,STEM,11,Unknown,Unknown,1,17,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,1,140,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,10000+,Pvt Ltd,2,75,0.0
city_75,0.939,Unknown,Has relevent experience,no_enrollment,High School,Unknown,6,Unknown,Unknown,1,59,0.0
city_23,0.899,Unknown,Has relevent experience,no_enrollment,High School,Unknown,6,50-99,Unknown,1,146,0.0
city_93,0.865,Unknown,No relevent experience,no_enrollment,Graduate,Unknown,3,Unknown,Unknown,never,302,0.0
city_67,0.855,Female,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,2,42,1.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,No Major,14,Unknown,Pvt Ltd,1,131,0.0
city_94,0.698,Unknown,Has relevent experience,Part time course,High School,Unknown,9,Unknown,Unknown,4,74,0.0
city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1,22,0.0
city_102,0.804,Unknown,No relevent experience,no_enrollment,Graduate,STEM,3,Unknown,Unknown,never,53,1.0
city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,>4,143,0.0
city_67,0.855,Female,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,2,72,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,High School,Unknown,11,500-999,Pvt Ltd,1,7,0.0
city_136,0.897,Male,No relevent experience,Full time course,Graduate,STEM,3,50-99,Early Stage Startup,1,182,0.0
city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,Pvt Ltd,4,50,0.0
city_100,0.887,Male,Has relevent experience,no_enrollment,High School,Unknown,2,50-99,Public Sector,1,82,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10000+,Pvt Ltd,1,58,0.0
city_104,0.924,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,94,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,<10,Unknown,2,60,1.0
city_65,0.802,Male,Has relevent experience,Full time course,Masters,STEM,5,100-500,Pvt Ltd,4,124,0.0
city_149,0.6890000000000001,Unknown,No relevent experience,no_enrollment,Primary School,Unknown,2,Unknown,Unknown,2,46,0.0
city_152,0.698,Male,No relevent experience,Full time course,Masters,STEM,3,Unknown,NGO,2,57,1.0
city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,1,17,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,101,0.0
city_150,0.698,Male,No relevent experience,no_enrollment,Primary School,Unknown,3,Unknown,Pvt Ltd,never,31,0.0
city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,36,0.0
city_36,0.893,Male,Has relevent experience,Part time course,Graduate,STEM,15,Unknown,Unknown,4,198,0.0
city_16,0.91,Male,No relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,never,31,0.0
city_11,0.55,Unknown,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,1,12,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,31,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,Unknown,Unknown,>4,26,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,55,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Unknown,Unknown,>4,8,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,High School,Unknown,>20,100-500,Pvt Ltd,>4,38,0.0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,Humanities,16,Unknown,Unknown,2,8,0.0
city_173,0.878,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,32,1.0
city_40,0.7759999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,18,100-500,Funded Startup,>4,51,0.0
city_102,0.804,Male,Has relevent experience,Full time course,Graduate,STEM,9,5000-9999,Pvt Ltd,2,22,0.0
city_114,0.926,Male,Has relevent experience,Full time course,High School,Unknown,7,Unknown,Unknown,1,17,0.0
city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,Unknown,3,Unknown,Unknown,never,24,0.0
city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Funded Startup,1,19,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,9,50-99,Pvt Ltd,2,46,1.0
city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,>4,15,0.0
city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,>4,23,1.0
city_36,0.893,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,38,0.0
city_21,0.624,Unknown,No relevent experience,Full time course,Masters,STEM,4,Unknown,Unknown,never,46,1.0
city_102,0.804,Unknown,No relevent experience,Full time course,Graduate,Business Degree,<1,Unknown,Unknown,never,214,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,52,0.0
city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,<1,Unknown,Unknown,never,22,1.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,65,0.0
city_160,0.92,Unknown,Has relevent experience,Full time course,Graduate,No Major,14,50-99,Pvt Ltd,1,64,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5000-9999,Pvt Ltd,4,86,0.0
city_100,0.887,Male,No relevent experience,Full time course,Graduate,STEM,4,Unknown,Unknown,1,52,1.0
city_136,0.897,Unknown,Has relevent experience,no_enrollment,Masters,STEM,14,Unknown,Unknown,>4,21,0.0
city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,3,1000-4999,Public Sector,1,86,0.0
city_136,0.897,Male,No relevent experience,Full time course,Masters,STEM,5,Unknown,Unknown,4,288,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,53,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Unknown,1,60,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,18,Unknown,Unknown,>4,178,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,2,166,0.0
city_104,0.924,Male,Has relevent experience,no_enrollment,Phd,Humanities,>20,Unknown,Unknown,1,62,0.0
city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,7,10000+,Unknown,1,35,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,>4,106,0.0
city_138,0.836,Male,No relevent experience,no_enrollment,Graduate,STEM,6,<10,Pvt Ltd,never,58,0.0
city_90,0.698,Male,Has relevent experience,Full time course,Masters,Unknown,>20,Unknown,Unknown,1,44,1.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,6,50-99,Funded Startup,1,72,0.0
city_103,0.92,Unknown,Has relevent experience,no_enrollment,High School,Unknown,18,10000+,Pvt Ltd,1,80,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Masters,STEM,16,5000-9999,NGO,2,166,0.0
city_10,0.895,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,1,25,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,never,109,0.0
city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,<10,Early Stage Startup,1,37,0.0
city_11,0.55,Unknown,No relevent experience,Full time course,Graduate,STEM,4,Unknown,Unknown,never,55,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Unknown,3,Unknown,Unknown,never,32,0.0
city_45,0.89,Male,No relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,3,51,0.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,1,84,0.0
city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,NGO,1,72,0.0
city_100,0.887,Male,Has relevent experience,no_enrollment,High School,Unknown,>20,100-500,Pvt Ltd,1,47,0.0
city_67,0.855,Male,No relevent experience,Full time course,Graduate,STEM,12,Unknown,Unknown,4,47,0.0
city_73,0.754,Male,Has relevent experience,no_enrollment,High School,Unknown,6,<10,Funded Startup,2,20,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,Unknown,Unknown,1,198,1.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,Other,2,1000-4999,Public Sector,1,64,0.0
city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,23,1.0
city_71,0.884,Male,No relevent experience,Full time course,Masters,STEM,14,100-500,Public Sector,3,96,0.0
city_21,0.624,Male,No relevent experience,no_enrollment,High School,Unknown,2,Unknown,Pvt Ltd,never,306,0.0
city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,NGO,1,8,0.0
city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,48,0.0
city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Pvt Ltd,1,98,1.0
city_114,0.926,Unknown,No relevent experience,no_enrollment,Phd,STEM,7,500-999,NGO,never,46,0.0
city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,1,Unknown,Unknown,1,53,1.0
city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,>20,<10,Pvt Ltd,1,102,0.0
city_160,0.92,Unknown,No relevent experience,Full time course,Graduate,STEM,4,Unknown,Unknown,1,76,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,Unknown,1,Unknown,Unknown,never,43,0.0
city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,32,0.0
city_67,0.855,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,5,Unknown,Unknown,1,54,0.0
city_162,0.767,Unknown,Has relevent experience,Full time course,Masters,STEM,8,10/49,Pvt Ltd,1,7,0.0
city_71,0.884,Female,Has relevent experience,no_enrollment,Masters,STEM,3,Unknown,Unknown,2,322,1.0
city_80,0.847,Unknown,Has relevent experience,no_enrollment,Graduate,Unknown,>20,500-999,Unknown,never,96,0.0
city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,1,7,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,1,53,0.0
city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Funded Startup,1,161,0.0
city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,8,10/49,Pvt Ltd,1,11,0.0
city_41,0.8270000000000001,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Public Sector,2,6,0.0
city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,1,50-99,Unknown,1,72,1.0
city_105,0.794,Female,Has relevent experience,no_enrollment,Masters,Humanities,6,50-99,Pvt Ltd,1,182,0.0
city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,67,0.0
city_128,0.527,Female,No relevent experience,no_enrollment,Graduate,STEM,1,Unknown,Unknown,1,50,0.0
city_71,0.884,Female,No relevent experience,Part time course,Graduate,STEM,5,100-500,Pvt Ltd,1,16,0.0
city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,38,0.0
city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Arts,5,10/49,Early Stage Startup,1,98,0.0
